GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
jacoco-core 0.6.5,org.jacoco.core.tools,ExecFileLoader,5,100,1,1,0,30,1,7,0,7
jacoco-core 0.6.5,org.jacoco.core.tools,ExecDumpClient,12,111,0,2,4,38,2,10,2,9
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,MethodAnalyzer,90,323,11,27,27,89,15,32,7,21
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,LineImpl.Var,0,20,0,0,0,5,0,2,0,2
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,PackageCoverageImpl,0,37,0,4,0,11,0,5,0,3
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,LineImpl.Fix,0,20,0,0,0,3,0,2,0,2
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,LineImpl,0,176,0,22,0,29,0,19,0,8
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,CounterImpl,5,218,1,23,1,42,1,28,0,15
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,SourceFileCoverageImpl,0,11,0,0,0,4,0,2,0,2
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,SourceNodeImpl,0,269,0,34,0,56,0,25,0,8
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,ClassAnalyzer,0,96,0,2,0,18,0,8,0,7
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,CounterImpl.Var,0,19,0,0,0,5,0,2,0,2
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,MethodAnalyzer.Jump,0,9,0,0,0,4,0,1,0,1
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,MethodCoverageImpl,0,71,0,4,0,16,0,7,0,5
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,ClassCoverageImpl,0,85,0,4,0,25,0,13,0,11
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,StringPool,0,62,0,10,0,17,0,9,0,4
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,CounterImpl.new Object() {...},5,35,0,0,0,1,0,1,0,1
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,ClassAnalyzer.new MethodAnalyzer() {...},0,25,1,1,0,6,1,2,0,2
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,CounterImpl.Fix,0,15,0,0,0,3,0,2,0,2
jacoco-core 0.6.5,org.jacoco.core.internal.analysis,BundleCoverageImpl,0,140,0,12,0,35,0,11,0,5
jacoco-core 0.6.5,org.jacoco.core.internal.flow,MethodProbesVisitor,0,9,0,0,0,4,0,2,0,2
